id,<病院（保健所別） H27.10.1現在>,hospital_name,開設許可年月日,開設年月日,postal_num,address,開設者コード,開　設　者,管　理　者,services,emergency,phone_number,latitude,longtitude,sickbed_num,general,recuperation,psychosis,tuberculosis,infected,matanity_delivery
493,稚内,枝幸町国民健康保険病院,S48.4.28,S49.10.1,098-5824,枝幸郡枝幸町北栄町1474番地1,6,枝幸町,白井　信正,内|小|外|整|婦|神|脳|眼|循,○,01636-2-2111,44.9433574,142.5748471,83,46,37,,,,
498,稚内,社会医療法人禎心会稚内禎心会病院,H10.10.16,H11.1.11,097-0017,稚内市栄1丁目24番1号,19,社会医療法人禎心会,奥村　智吉,内|脳|リハ|循|消|外,○,0162-29-4311,45.3865736,141.6970702,110,50,60,,,,
506,北見,北見赤十字病院,S10.10.31,S10.11.10,090-8666,北見市北6条東2丁目1番地,7,日本赤十字社,吉田　茂夫,内|神経精神科|循環器内科|消化器内科|小|外|整|形|脳|皮|泌|産婦|眼|頭頸部|耳鼻咽喉科|放|麻|ペインクリニック|心療内科|リハ|消化器外科|緩和ケア内科,○,0157-24-3115,43.8083532,143.8930482,532,490,,40,,2,○
509,北見,小林病院,H26.3.20,H26.4.1,090-0043,北見市北3条西4丁目2番地,23,小林　丈泰,小林　丈泰,内|心内|精|消|循|外|整|脳|皮|泌|肛|リハ|放|麻,○,0157-23-5171,43.8035758,143.8911402,300,256,44,,,,
512,北見,医療法人治恵会北見中央病院,H11.9.29,H11.10.1,090-0833,北見市とん田東町383番地,19,医療法人治恵会,森本　典雄,内|神内|消化器内科|外|整|脳|リハ|麻|乳腺外科,○,0157-24-3100,43.7987593,143.8784166,75,40,35,,,,
517,北見,"北星脳神経,心血管内科病院",H21.11.12,H22.1.1,090-0836,北見市東三輪2丁目36番地1,19,医療法人社団高翔会,松岡　高博,神内|脳|リハ|麻|循環器内科|泌|歯外|脳神経|心血管内科,○,0157-26-8800,43.7989309,143.8589182,102,50,52,,,,
518,北見,社会医療法人明生会道東脳神経外科病院,H20.1.1,H20.1.1,090-0062,北見市美山町68番地9,19,社会医療法人明生会,木村　輝雄,脳|リハ,○,0157-69-0300,43.818802,143.8837931,60,60,,,,,
526,網走,"社会医療法人明生会網走脳神経外科,リハビリテーション病院",H6.4.28,H6.5.1,093-0041,網走市桂町4丁目1番7号,19,社会医療法人明生会,泉　直人,脳|リハ,○,0152-45-1311,44.014674,144.2697238,64,64,,,,,
529,紋別,ＪＡ北海道厚生連遠軽厚生病院,H2.8.31,H4.4.1,099-0404,紋別郡遠軽町大通北3丁目1番5号,10,北海道厚生農業協同組合連合会,矢吹　英彦,内|循環器内科|消化器内科|小|外|消化器外科|整|脳|皮|泌|産婦|眼|耳|リハ|放|精|麻,○,0158-42-4101,44.0626642,143.5240945,337,285,50,,,2,○
541,紋別,医療法人社団耕仁会曽我クリニック,H14.8.23,H14.9.1,094-0021,紋別市大山町4丁目14番地1,19,医療法人社団耕仁会,曽我　龍紀,内|循|外|脳|泌|リハ|心外,○,0158-23-6811,44.34904,143.3388854,50,50,,,,,
543,帯広,独立行政法人国立病院機構帯広病院,S18.7.30,S22.4.1,080-8518,帯広市西18条北2丁目16,1,独立行政法人国立病院機構,菊池洋一,|内|呼|小|呼外|心外|小外|循|麻|精|神|脳|,○,0155-33-3155,42.9366925,143.1617504,353,239,,100,14,,
544,帯広,ＪＡ北海道厚生連帯広厚生病院,S30.12.26,S30.12.28,080-0016,帯広市西6条南8丁目1番地,10,北海道厚生農業協同組合連合会,菊池英明,|内|精|神内|呼|消|循|小|外|整|形|皮|泌|産婦|眼|耳|リハ|放|麻|心外|脳|病理診断科|,○,0155-24-4161,42.9227295,143.1945505,748,672,,70,,6,○
554,帯広,社会医療法人北斗北斗病院,H8.4.30,H8.5.1,080-0833,帯広市稲田町基線7番地5,19,社会医療法人北斗,井出渉,|脳|脳神経内科|循環器内科|消化器外科|消化器内科|麻|リハ|歯|歯外|リウ|整|放射線診断科|放射線治療科|内|外|形|頭頸部外科|乳腺外科|腫瘍外科|神内|病理診断科|耳|心臓血管外科|呼吸器内科|人工透析内科|腎臓内科|緩和ケア内科|小|肛外|,○,0155-48-8000,42.8800565,143.189192,267,221,46,,,,
555,帯広,公益財団法人北海道医療団帯広第一病院,H8.9.25,H9.12.18,080-0014,帯広市西4条南15丁目17番3,18,公益財団法人北海道医療団,山並秀章,|内|消内|循内|透内|外|消外|乳外|肛外|脳|整|歯|矯|小歯|歯外|麻|リハ|放|内視鏡内|,○,0155-25-3121,42.9148697,143.1999725,303,253,50,,,,
557,帯広,社会福祉法人北海道社会事業協会帯広病院,H9.7.16,H11.4.1,080-0805,帯広市東5条南9丁目2番地,9,社会福祉法人北海道社会事業協会,阿部厚憲,|内|消|循|呼|外|小|整|脳|産婦|眼|耳|精|麻|リハ|リウ|泌|形|腎臓内科|放|,○,0155-22-6600,42.9226529,143.2137512,300,300,,,,,○
559,帯広,医療法人社団芳誠会十勝脳神経外科病院,H18.12.15,H19.1.1,080-0023,帯広市西13条南1丁目1番地2,19,医療法人社団芳誠会,増井信也,|脳|神内|,,0155-35-6711,42.9301696,143.1825515,125,125,,,,,
571,帯広,広尾町国民健康保険病院,S63.12.16,H1.11.1,089-2622,広尾郡広尾町公園通南4丁目1番地,6,広尾町,沼田隆明,|内|外|胃内|整|リハ|脳|精|皮|,○,01558-2-3111,42.2987947,143.3056811,60,40,20,,,,
574,帯広,本別町国民健康保険病院,H10.6.30,H12.4.1,089-3306,中川郡本別町西美里別6番地8,6,本別町,一条正彦,|内|外|小|精|眼|耳|整|泌|脳|,○,0156-22-2025,43.1222916,143.5919528,60,60,,,,,
577,釧路,独立行政法人労働者健康福祉機構　釧路労災病院,昭34.11.16,昭35.１.22,085-0052,釧路市中園町13番23号,3,独立行政法人労働者健康福祉機構,草野　満夫,内|消内|精|神内|循|小|外|整|形|脳|皮|泌|産婦|眼|耳|リハ|放|歯|麻|歯科口腔外科,○,0154-22-7191,43.0060991,144.385274,500,500,,,,,
578,釧路,市立釧路総合病院,昭56.10.８,昭59.９.24,085-0822,釧路市春湖台1番12号,6,釧路市,高平　真,内|精|神|呼吸器内科|消化器内科|心臓血管内科|小|外|整|脳|心外|皮|泌|産婦|眼|耳|放|歯|歯外|麻|リウ|リハ|アレ|病理診断科,○,0154-41-6121,42.9769812,144.40367,643,535,,94,10,4,○
579,釧路,町立厚岸病院,昭42.２.22,昭43.１.16,088-1127,厚岸郡厚岸町住の江１丁目１番地,6,厚岸町,佐々木 暢彦,内|小|外|整|脳,○,0153-52-3145,43.0572587,144.8463071,55,55,,,,,
589,釧路,社会医療法人孝仁会　星が浦病院,平７.１.31,平８.４.１,084-0912,釧路市星が浦大通3丁目9番13号,19,社会医療法人孝仁会,高谷　了,神内|循環器内科|脳|  呼外|心外|整外|放|  リハ|消化器外科,○,0154-54-2500,43.0158543,144.3160385,138,42,96,,,,
594,釧路,釧央脳神経外科病院,平10.３.19,平10.４.１,085-0053,"釧路市豊川町1番9号
",19,医療法人双葉会,平野　　亮,脳,,0154-25-3511,43.0071212,144.3799411,94,50,44,,,,
598,釧路,社会医療法人孝仁会　釧路孝仁会記念病院,平18.10.2,平19.12.1,085-0062,釧路市愛国191番212,19,社会医療法人孝仁会,原田　英之,脳|整|心外|循環器内科|内|呼吸器内科|外|放|麻|リハ|泌|神内,○,"0154-39-
1222",43.028695,144.3989988,232,232,,,,,
600,根室,市立根室病院,昭32.10.14,昭32.10.14,087-0008,根室市有磯町1丁目2番地,6,根室市,東浦  勝浩,内|呼吸器内科|消化器内科|循環器内科|消化器外科|小|外|整|脳|心外|皮|泌|産婦|眼|耳|リハ|麻|放,○,0153-24-3201,43.3335977,145.5867205,135,131,,,,4,
